Review Name,Review Text,Review Time,Rating,Sentiment,Label
Thị Túy Đinh,Nhân viên phục vụ rất nhiệt tình mạng cực manh,6 tháng trước,5 sao,Tích cực,1
So Nguyen,Mạng cực mạnh hỗ trợ nhanh,4 tháng trước,5 sao,Tích cực,1
Nguyễn Thảo,Mạng rất ok,3 tháng trước,5 sao,Tích cực,1
Khánh Đinh,Mạng mạnh nhân viên nhiệt tinh,5 tháng trước,5 sao,Tích cực,1
Bảo Hân Trần,Mạng rất mạnh,5 tháng trước,5 sao,Tích cực,1
J Euphoria,mạng cực mạnh,5 tháng trước,5 sao,Tích cực,1
Chan Moon,Mạng rất ổn định,5 tháng trước,5 sao,Tích cực,1
Trong Dinh,Mạng rất mạnh nhân viên tư vấn nhiệt tình,5 tháng trước,5 sao,Tích cực,1
Huyền Trân Phan,Dịch vụ cực kỳ hấp dẫn,6 tháng trước,5 sao,Tích cực,1
Phong Dinh,Dịch vụ hỗ trợ ok,5 tháng trước,5 sao,Tích cực,1
Ti Tranvanti,Ho tro nhiet tinh mang cuc mnh,6 tháng trước,5 sao,Tích cực,1
Kim Anh Lê Thị,Dịch vụ cực kỳ tốt,5 tháng trước,5 sao,Tích cực,1
Lạc Lạc,Dịch vụ rấtok,6 tháng trước,5 sao,Tích cực,1
Lê Ty,Mạng cực mạnh,6 tháng trước,5 sao,Tích cực,1
Chánh Châu Phương,Dịch vụ rất tốt,6 tháng trước,5 sao,Tích cực,1
Nhan Hothanh,Dịch vụ quá chuẩn,6 tháng trước,5 sao,Tích cực,1
tấn phúc lê,Quá hấp dẫn,6 tháng trước,5 sao,Tích cực,1
Hau Nguyễn,Trải nghiệm tốt phong phú đa dạng hóa hiện đại hóa chất miền tây,một năm trước,4 sao,Tích cực,1
Cty TNHH Xây Dựng Viễn Thông TPT,Tốt,4 tháng trước,5 sao,Tích cực,1
MTA Tivi,"Văn phòng rộng , đẹp ,Nhân viên trẻ trung , đẹp , lịch sự....",2 tháng trước,5 sao,Tích cực,1
Bảo Yến Nguyễn,Nơi lắp wifi rất tuyệt vời! Tư vấn tận tình.,4 tháng trước,5 sao,Tích cực,1
Trung Ngo,Mạng mạnh hỗ trợ nhiệt tình rất rất ok,4 tháng trước,5 sao,Tích cực,1
Thi Nguyen,"Dịch vụ tốt, nhân viên tận tình",4 tháng trước,5 sao,Tích cực,1
ynhu279 Nguyen,"Mạng ổn, phục vụ 24/7",4 tháng trước,5 sao,Tích cực,1
Anh Thư,tốt lắm ạ,một tháng trước,5 sao,Tích cực,1
minhtien nguyenhuynh,Quá nhanh nhẹn nhiệt tình,4 tháng trước,5 sao,Tích cực,1
Thư Nguyễn,dịch vụ tốt,một tháng trước,5 sao,Tích cực,1
Thuong Hoai,Rất tốt,4 tháng trước,5 sao,Tích cực,1
Lâm Nghiêm Trịnh,LẮP ĐẶT NHANH,một tháng trước,5 sao,Tích cực,1
binh binh,Mạnh mạnh ổn định,9 tháng trước,5 sao,Tích cực,1
an nghi,OK LẮM,9 tháng trước,5 sao,Tích cực,1
Hoa Đoàn,Người gắn cục xem tv làm mất đồ gài pin nó văng ra quài,một năm trước,2 sao,Tiêu cực,0
VĂN HỮU DUYÊN HUỲNH,Nơi cung cấp dịch vụ internet & Truyền hình số 1  Chợ mới,một năm trước,5 sao,Tích cực,1
Hồ Hùng Anh,Không gây được sự chú ý vì bảng hiệu và mặt tiền không ấn tượng.,7 năm trước,3 sao,Tiêu cực,0
Vo Ha Minh Duy,Nơi cung cấp mạng và truyền hình tốt nhất huyện Chợ Mới.,5 năm trước,5 sao,Tích cực,1
Phước Nguyễn,☆☆☆☆☆,3 tháng trước,5 sao,Tích cực,1
VĂN THÀNH NGUYỄN,Tuyet voi,7 năm trước,5 sao,Tích cực,1
Nguyễn Ngọc Thuận,Leader giỏi,3 năm trước,5 sao,Tích cực,1
Công Tú Văn,Rất tuyệt,2 tháng trước,5 sao,Tích cực,1
Công Ty TNHH TM ITN (Linhkienmang.net),"Phong cách làm việc chuyên nghiệp và năng đông, áp lực không nhỏ, nơi ươm mầm tuổi trẻ,",2 năm trước,4 sao,Tích cực,1
Kiệt Vlogs,Nhân viên dễ thương đẹp người đẹp nết,5 năm trước,4 sao,Tích cực,1
Hoàng Lê Huy,"Chuyên nghiệp, hiện đại, an ninh an toàn tốt",3 năm trước,5 sao,Tích cực,1
Thiện Đức,Cơ sở đẹp,một năm trước,5 sao,Tích cực,1
Thanh Quách Minh,Rất đẹp thoáng mát,3 năm trước,5 sao,Tích cực,1
TV,Nv nhiệt tình,5 năm trước,5 sao,Tích cực,1
Tronghien Trân,Công ty công nghệ fpt,6 năm trước,3 sao,Trung tính,2
canh nguyen,tốt,một năm trước,5 sao,Tích cực,1
doan tan,tốt,7 năm trước,5 sao,Tích cực,1
Lê Nguyễn Nghĩa,Rất tốt!,7 năm trước,5 sao,Tích cực,1
Gogo far away,Ổn,7 năm trước,4 sao,Tích cực,1
quoc nguyen,Tốt,5 năm trước,5 sao,Tích cực,1
Tùng Lê,thích,7 năm trước,5 sao,Tích cực,1
Hiệp Đình,Tốt,5 năm trước,5 sao,Tích cực,1
Minh Vương Đỗ,Tốt,6 năm trước,5 sao,Tích cực,1
Mạnh Thái Nguyễn,"Dịch vụ tốt, chất lương đường truyền thì cần trải nghiệm riêng của mỗi người",một năm trước,4 sao,Trung tính,2
Như Võ,"Nhân viên thái độ với khách hàng, đóng tiền hằng tháng cho hết hợp đồng rồi kêu người xuống lấy thiết bị mà giờ gọi điện kêu đem lại trả.Gọi lên tổng đài mỗi người 1 ý không đồng nhất với nhau. Ép buộc khách hàng sử dụng dịch vụ trong khi người ta không có nhu cầu.",một năm trước,1 sao,Tiêu cực,0
Phudinh Tree,Nhân viên tư vấn bảo dưỡng không có thành ý chủ yếu muốn ép khách mua sản phẩm mới. Đem box mua 2018 đến kiểm tra thì bảo liệt nút nguồn ko sửa đc trong khi ko có tháo máy ra gì hết chỉ cắp nguồn vào rồi phán như đúng rồi... Sản phẩm thì hên xui may rủi mới dùng chưa đc 2 năm thì bị hư đem đến thì nói hết bảo hành và sp cũng không hỗ trợ sửa chữa. Hậu mãi chán.,4 năm trước,1 sao,Tiêu cực,0
Long Nguyễn,"Bãi gửi xe thoải mái,nhân viên tận tình ko có sự chờ đợi,cây gần ghế hơi có nhiều muỗi khi ngồi đợi nên ngồi cách ra.",5 năm trước,4 sao,Tích cực,1
Thảo Hoàng,Ok ạ,2 tháng trước,5 sao,Tích cực,1
Kenzy Nguyễn,"Chăm sóc và phục vụ khách hàng tận tình. Nhân viên giao tiếp tư vấn nhỏ nhẹ, thân thiện.",5 năm trước,4 sao,Tích cực,1
Quoc Dam Deo,"Nhân viên lịch sự chu đáo, dịch vụ thanh toán nhanh chóng",4 năm trước,4 sao,Tích cực,1
Đỗ Thị Thuỳ Dương,"Văn phòng nằm vị trí tiện lợi, nhân viên giao dịch vui vẻ, phục vụ tốt",7 năm trước,5 sao,Tích cực,1
Linh Khanh,"Ra cắt hợp đồng internet sau 6 năm sử dụng, nhân viên hỏi quá nhiều.",4 năm trước,1 sao,Tiêu cực,0
Tien Nguyen,"Ảnh sắc nét, chất lượng trên cả tuyệt vời",một năm trước,5 sao,Tích cực,1
Hoang Truong,Lắp đặt trong ngày. Nhanh nhiệt tình,một năm trước,5 sao,Tích cực,1
Thu Vo,"VP giao dịch sạch sẽ, thoáng, NV phục vụ nhiệt tình, hỗ trợ nhanh. Tốt",7 năm trước,5 sao,Tích cực,1
Trúc Anh Dương,"Tuyệt vời, sản phẩm dịch vụ tốt",một năm trước,5 sao,Tích cực,1
game online,Tôi đã mua đồ  o đó và rat tot,5 năm trước,5 sao,Tích cực,1
Hữu Siêng Lê,"Hỗ trợ nhanh,  nhân viên dễ thương,  nhiệt tình,  duyệt",7 năm trước,5 sao,Tích cực,1
son tran,Tuyệt vời,4 năm trước,5 sao,Tích cực,1
TriDang PhamNguyen,Nhân viên cẩu thả lắm,3 năm trước,3 sao,Tiêu cực,0
Khánh Ngọc Trần hà,minh da len song nhe,7 năm trước,5 sao,Trung tính,2
Tran Thanh Hai,Ân cần chu đáo,3 năm trước,4 sao,Tích cực,1
Ngô Hữu Nghĩa,Nhân viên fpt,7 năm trước,4 sao,Trung tính,2
Bình Công,nhân viên thân thiện,7 năm trước,4 sao,Tích cực,1
Ngọc Đồng Thị,K biết,3 năm trước,4 sao,Trung tính,2
Polina,"Internet tại nhà hoạt động kém, tốc độ Internet không ổn định, lấy tiền dịch vụ trước 7 tháng, lừa đảo",4 tháng trước,1 sao,Tiêu cực,0
Dung Cao,Ổn,5 năm trước,5 sao,Tích cực,1
Laingocheu@Gmail.com L,ĐẾN,6 năm trước,5 sao,Trung tính,2
FirePoAm,"Nhân viên rất thân thiện, hỗ trợ nhiệt tình khi mình cần đổi địa chỉ lắp đặt Internet. Trên môi lúc nào cũng nở nụ cười.",4 năm trước,5 sao,Tích cực,1
giaphuc pham,"Khi đăng ký thì dễ, khi ngừng sử dụng thì khó khăn, nhân viên làm khó khách hàng. Khách hàng muốn giảm gói cước thấp hơn thì dọa mạng sẽ yếu không sử dụng được, khi tôi nói cắt không sử dụng nữa thì bảo giảm gói cước xuống vẫn xài ok.",một năm trước,1 sao,Tiêu cực,0
Dung Bùi,"FPT 31 Lê Văn Quới khi mình có nhu cầu lắp đặt thì rất dễ, nhân viên vui vẻ nhiệt tình. Khi chất lượng mạng kém muốn ngừng sử dụng thì rất khó. Tốt nhất là đừng lắp mạng FPT.",một năm trước,1 sao,Tiêu cực,0
Trâm Bích,Dịch vụ tốt,một tháng trước,5 sao,Tích cực,1
tăng thuc,"Nhân Viên Vui Vẻ, Nhiệt Tình, Bãi Đổ Xe Rộng Rãi",3 năm trước,5 sao,Tích cực,1
Minh Quyền Nguyễn,"Nhân viên thân thiện, rất nhiệt tình. Hướng dẫn rất chu đáo, khuyến nghị người dùng lựa chọn sản phẩm rất phù hợp. Bảo vệ cũng rất thân thiện. Chỉ có khuyết điểm là cửa hàng nhỏ và có 2 nhân viên tư vấn, nên lúc cao điểm có thể chờ hơi lâu.",6 năm trước,4 sao,Tích cực,1
Thuong Dinh,"Ko giải quyết vấn đề cho khách hàng, nhân viên vô trách nhiệm",một năm trước,1 sao,Tiêu cực,0
Nguyen Chi,"Mạng của FPT chậm quá, gọi hỗ trợ thì câu thông báo đầu tiên là do cáp quang đứt ảnh hưởng đến tất cả các nhà cung cấp, sau đó tự cúp cuộc gọi luôn. Nhưng Internet do các nhà cung cấp khác thì vẫn bình thường. Nếu không cung cấp dịch vụ được thì phải bồi thường cho khách hàng. Dịch vụ FPT quá tệ và xem thường khách hàng.",4 năm trước,1 sao,Tiêu cực,0
Thảo Nguyễn Hoàng Minh,"Dịch vụ tốt, uy tín. Hỗ trợ nhanh, cần tư vấn liên hệ nhân viên được hỗ trợ 24/24 nhiệt tình. tks",2 năm trước,5 sao,Tích cực,1
Duy Nguyễn Khương,FPT thì auto 1*,2 tháng trước,1 sao,Trung tính,2
Ảnh Trần Ngọc,Nhân viên ở đây tiếp đón niềm nở. Trừ bảo vệ hơi lơ lơ khách,3 năm trước,5 sao,Tích cực,1
Mr. Tris,"Mạng quá chậm, yêu cầu giải quyết thì chẳng đâu vào đâu, chỉ được mỗi việc thu tiền đúng hạn thôi",3 năm trước,1 sao,Tiêu cực,0
Jookata,Khôn lỏi cố tình gây sự cố để khách hàng gọi vào tổng đài 1900 trừ 8k một phút,3 năm trước,1 sao,Tiêu cực,0
Quỳnh Như,"Tư vấn nhiệt tình, hỗ trợ nhanh. Rất hài lòng!",một năm trước,5 sao,Tích cực,1
Lê Linh,"tuyệt vời, shop rất tận tình hỗ trợ khách hàng",2 năm trước,5 sao,Tích cực,1
Tuyết Trinh Nguyễn,"Nhân viên tiếp đón lịch sự, giải quyết vấn đề nhanh",4 năm trước,5 sao,Tích cực,1
Phan Công Hiệp (Út Hiệp),Làm việc không chuyên nghiệp khách hàng rất khó chịu..,4 năm trước,2 sao,Tiêu cực,0
Đăng Đệ Phạm,"Nhân viên làm việc chậm, vui vẻ niềm nở",5 năm trước,4 sao,Tích cực,1
Thị Cẩm Nhung Trần,"Nhân viên tư vấn nhiệt tình,  dịch vụ FPT không ổn, ko thích",5 năm trước,3 sao,Tiêu cực,0
Thảo Nguyễn Hoàng Minh,"Hỗ trợ KH 24/24 nhiệt tình, chu đáo",2 năm trước,5 sao,Tích cực,1
Đam Mê & Khám Phá,"Thái độ nhân viên lịch sự, trân trọng khách hàng",4 năm trước,5 sao,Tích cực,1
Trần Quốc Dân,"Dịch vụ tốt, chăm sóc kh tốt",một năm trước,5 sao,Tích cực,1
Văn Tam Nguyễn,Nhân viên tiếp KH nhiệt tình .,2 năm trước,4 sao,Tích cực,1
Đoàn Hải,các cô quầy rất dễ thương vs nhiệt tình,5 năm trước,5 sao,Tích cực,1
Lê Văn Linh,"Địa chỉ đáng tin cậy cho người dùng internet,  truyền hình",7 năm trước,5 sao,Tích cực,1
Trung Huỳnh,Nhân viên thái độ rất tốt,4 năm trước,5 sao,Tích cực,1
Biện Trúc Phương,lừa đảo,một năm trước,1 sao,Tiêu cực,0
Tiên Lê,quá tệ,một năm trước,1 sao,Tiêu cực,0
Huyen Nguyen,Nhân viên làm việc cẩu thả,5 năm trước,1 sao,Tiêu cực,0
Ha Le,Phục vụ lịch sự. Nhanh chóng.,5 năm trước,5 sao,Tích cực,1
Trần Hỷ,"Phục vụ tận tình, lịch sự.",5 năm trước,4 sao,Tích cực,1
Áo mưa tiện lợi Mỹ Tiên,Hơi xa so với chỗ mi h2,5 năm trước,5 sao,Trung tính,2
Cậu út,Có cô bé dễ thương,5 năm trước,5 sao,Tích cực,1
sangtrong307@gmail.com nguyen,Nộp tiền cước phí thông tin,5 năm trước,4 sao,Trung tính,2
Hong Quang Nguyen,Phục vụ tạm ổn,5 năm trước,5 sao,Trung tính,2
phùng chí can,Điểm giao dịch FPT telecom,7 năm trước,5 sao,Trung tính,2
Huynhdao Le,FPT đây rồi :),7 năm trước,5 sao,Trung tính,2
TXT TV,⭐⭐⭐⭐,3 năm trước,4 sao,Tích cực,1
Thắng Nguyễn,Đẹp,4 năm trước,5 sao,Tích cực,1
Thiện Tâm Chất,mình sử dụng gói internet 4G,6 năm trước,5 sao,Trung tính,2
Quỳnh Đan,"vừa đăng ký gói mới, phải đợi thời gian mới biết tốt không",3 năm trước,4 sao,Trung tính,2
Minh Lý,"Dịch vụ tuyệt vời, nhân viên thân thiện và hữu ích! Tôi thường xuyên đến đây để được tư vấn dịch vụ mới",4 năm trước,5 sao,Tích cực,1
Khoa Trọng,Nơi làm việc của tôi ^^,7 năm trước,5 sao,Trung tính,2
Lê Quý,Tôi đã không bình luận,7 năm trước,5 sao,Tiêu cực,0
XiXa Long,Ổn,5 năm trước,4 sao,Tích cực,1
Thai Nguyen,TỐT,4 năm trước,5 sao,Tích cực,1
Triệu Dũng (#dungca),KHÔNG,5 năm trước,2 sao,Tiêu cực,0
Thư Xuân,Tốt,7 năm trước,5 sao,Tích cực,1
Duc Quy Mai,"Fpt Tân Bình bây giờ nhân viên rất xinh, nhiệt tình hướng dẫn, giải đáp cho khách. Chỗ giao dịch có máy lạnh bật vừa phải tạo cảm giác mát mẻ mà ko gây sốc nhiệt độ cho khách hàng khi ra vào. Nhân viên tư vấn gói cước internet rất phù hợp cho nhu cầu khách hàng. Có internet miễn phí cho khách hàng. Có nước uống miễn phí cho khách hàng.",7 năm trước,5 sao,Tích cực,1
Mweeoo Black,"Dịch vụ rất tốt, nhân viên nhiệt tình",3 tuần trước,5 sao,Tích cực,1
VNTN TT.,Làm việc giấy tờ chuyển tên tại đây. Nhưng tình trạng mạng yếu thì k khác phục dc,6 năm trước,4 sao,Tiêu cực,0
Mai Vinh,"Dịch vụ tốt, hỗ trợ nhanh và nhiệt tình.",3 tháng trước,5 sao,Tích cực,1
Quỳnh Trịnh,"Văn phòng sạch sẽ, thoáng mát. Các chú bảo vệ vui vẻ, dễ thương. Các bạn nhân viên phục vụ chuyên nghiệp, nhanh chóng và rất nhiệt tình. Cho 5 sao luôn 👌 …",4 năm trước,5 sao,Tích cực,1
Khoi Nguyen,"Làm việc cực chậm chạp. 9h sáng mà nhân viên nói ""chờ xíu để mở máy tính""",4 năm trước,1 sao,Tiêu cực,0
Vĩnh Còn Đặng,"Tư vấn chưa đủ kiên nhẫn với khách, thiếu chuyên nghiệp nên tránh cải vã với khách hàng.",9 tháng trước,3 sao,Tiêu cực,0
Phúc Ngô,Giao dịch viên nhiệt tình.,4 tháng trước,5 sao,Tích cực,1
Marketing Digital,Nhân viên nhiệt tình và nhiều kinh nghiệm!,3 năm trước,5 sao,Tích cực,1
Đức Tri Bùi Quang,mạng fpt như quần . chập chơng mất kết nối . không đảm bảo được truy cập ổn định nên cắt mà đòi bồi thường hợp đồng 1.1 tr trong khi lúc đầu bảo đóng 6 tháng dùng thử . mà giờ mới phát hiện ra nó ghi trong hợp đồng 2 năm . lừa đảo,5 năm trước,1 sao,Tiêu cực,0
Phúc Huỳnh Tâm Hồng,Trung tâm huấn luyện fpt là nơi đào tạo nhân viên,6 năm trước,5 sao,Trung tính,2
Hậu Nguyễn,Cửa hàng lớn tại tân bình nên rất rộng rãi thoải mái. Nhân viên tư vấn nhiệt tình. Giải quyết thắc mắc cho khách nhanh chóng! Rất ok!,4 năm trước,5 sao,Tích cực,1
pt v,"Dịch vụ tốt, hỗ trợ khách hàng tuyệt vời",một năm trước,5 sao,Tích cực,1
Khánh Linh Lê Trịnh,"Dịch vụ tốt, nhân viên thân thiện, nhiệt tình",một năm trước,5 sao,Tích cực,1
Anh Kim,"Nhân viên tư vấn nhiệt tình, internet sử dụng rất mạnh",một năm trước,5 sao,Tích cực,1
Group Hoang Phu,"Làm việc tận tình, chuyên nghiệp nhưng ít nhân viên ngồi chờ tới lượt rất lâu.",4 năm trước,5 sao,Trung tính,2
namdai cao,Good...nhân viên nhiệt tình làm việc chuyên nghiệp.,3 năm trước,5 sao,Tích cực,1
Hieu,"Dịch vụ tốt, tư vấn nhiệt tình",một năm trước,5 sao,Tích cực,1
Trương Anh Thái,"Nhân viên hỗ trợ dễ thương, nhiệt tình và nhanh chóng",6 năm trước,5 sao,Tích cực,1
Tran Tori,"Đăng ký thì nhiệt tình, lúc thanh lý hợp đồng thì  lằng nhà lằng nhằng",4 năm trước,3 sao,Tiêu cực,0
Nt Phương Trang,"Nhân viên nhiệt tình thân thiện, trách nhiệm cao",3 năm trước,5 sao,Tích cực,1
Thanh Trần,"Nhân viên thân thiện, tư vấn đầy đủ, chuyên nghiệp",5 năm trước,5 sao,Tích cực,1
Vy Thảo,"Mạng sử dụng ổn định, mượt",một năm trước,5 sao,Tích cực,1
Hùng Nguyễn,"Nhân viên làm viêc lịch sư , vui vẻ",5 năm trước,5 sao,Tích cực,1
Tuyen Tran,Phục vụ nhanh chóng và niềm nở,5 năm trước,4 sao,Tích cực,1
huy nguyen chi,tôi rất hài lòng về chất lượng dịch vụ của FPY,7 năm trước,5 sao,Tích cực,1
Hoang Linh,"Nhân viên lịch sự, thân thiện",5 năm trước,4 sao,Tích cực,1
Nhat Bui,"Phục vụ ân cần, niềm nở, nhanh",5 năm trước,5 sao,Tích cực,1
Duy H. Tong,Nhân viên support nhiệt tình!,5 năm trước,5 sao,Tích cực,1
Đình Trung Trần,Phục vụ tốt. Rộng rãi.,7 năm trước,4 sao,Tích cực,1
Ngọc Phong Châu,Phục vụ tốt,5 năm trước,5 sao,Tích cực,1
Hanh H,Dịch vụ tệ,4 năm trước,2 sao,Tiêu cực,0
Đạt Nguyễn,Dịch vụ tốt,5 năm trước,4 sao,Tích cực,1
Hùng Nguyễn,Có tiền mới vào được,4 năm trước,1 sao,Trung tính,2
Bamboo Studio,Trụ sở FPT tại Tân Bình,4 năm trước,4 sao,Trung tính,2
nhu huynh,Tốt,một năm trước,5 sao,Tích cực,1
Đặng Văn Thịnh Official,"Chuyên cung cấp internet,",4 năm trước,4 sao,Tích cực,1
