Review Name,Review Text,Review Time,Rating
Tiệm Nhỏ Tây Nguyên,Rất hài lòng về dịch vụ của Fpt,5 năm trước,5 sao
chuong vu,Nhân viên rất nhiệt tình,5 năm trước,5 sao
Phuong Tran,Rất ổn định,5 năm trước,5 sao
Cuc Nguyen,Khá ok,5 năm trước,5 sao
minh huy vo,Chơi game ok,5 năm trước,5 sao
Ngen H,rất tốt,5 năm trước,5 sao
Baby Baby,Tuyệt vời,5 năm trước,5 sao
hoà lê,hài lòng,5 năm trước,5 sao
Thẩm Mỹ Quyên Quyên - ĐakLak,Game rất mượt,5 năm trước,5 sao
Binh Van,Mạng rất ổn định,5 năm trước,5 sao
Thùy An,Rất hai long,5 năm trước,5 sao
NTQuý,Rât hai long,5 năm trước,5 sao
kanzel123,Khá hài lòng,5 năm trước,5 sao
12a9.21 Tuyết Nhi,Mang rat manh,4 năm trước,5 sao
Binh Bui,Rất hài lòng,5 năm trước,5 sao
Vi Truong,Rất hài long,5 năm trước,5 sao
Bao Khang,Fpt minh thay rat on dinh,5 năm trước,5 sao
Anh Thuy,Chat luong ok,5 năm trước,5 sao
Hoan Nguyễn Thế,Chất lượng rất tốt,5 năm trước,5 sao
Linh Tran Van,Phục vụ rất tốt,5 năm trước,5 sao
Thanh Tuyen Nguyen,rat hai long,5 năm trước,5 sao
Minh phương Dương,Chất lượng tốt,5 năm trước,5 sao
Tam Nhat,Mạng rất tốt,5 năm trước,5 sao
thiên lộc vũ,Rất tốt,5 năm trước,5 sao
trieud van,Tuyệt vời,5 năm trước,5 sao
Phúc Khanh Nguyễn,"fpt rất hài lòng, 👍🏻 …",5 năm trước,5 sao
Nguyen Tuan,Mạng rất ổn định,4 năm trước,5 sao
Kiểm TRần,Tuyệt,5 năm trước,5 sao
Max VN,Tốt,5 năm trước,5 sao
Khoa Nguyen vlog,Rat on dinh,5 năm trước,5 sao
Tấn Nguyễn,Chất lượng tốt,5 năm trước,5 sao
To Ro,Tốt,5 năm trước,5 sao
Vân Nguyễn Thị Thanh,chất lượng tốt,5 năm trước,5 sao
KIỀU THU MARIA,Bỏ lỡ mọi thứ,5 năm trước,5 sao
ANH VŨ NGUYỄN,Đêm thật dài,5 năm trước,5 sao
Duẫn Trần,"Tốt,",5 năm trước,5 sao
Tuyền Nguyễn,Ổn,5 năm trước,5 sao
hoangvan nguyen,Bỏ lỡ mọi thứ,5 năm trước,5 sao
Ngọc Dung,Ổn,5 năm trước,5 sao
Hiền Nguyễn,Ổn,5 năm trước,5 sao
Thị Tâm Trần9l,Tốt,5 năm trước,5 sao
Tien Nguyen,Ổn,5 năm trước,5 sao
Đinh Thanh Sơn,Ổn,5 năm trước,5 sao
Son Tran,Ổn,5 năm trước,5 sao
Dung Dinh,Tốt,5 năm trước,5 sao
Hoàng Tư,Tốt,5 năm trước,5 sao
Long Võ Thành,TỐT,5 năm trước,5 sao
Phj Phung,Tốt,5 năm trước,5 sao
Tung Tran,"Mạng mạnh quá ,  nhân viên thì tuyệt vời",một năm trước,5 sao
Duy Phan,Ok có tăng gấu bông khi đăng kí không,một năm trước,5 sao
hoahv huynh,Rất tuyệt vời,một năm trước,5 sao
Ngan Vo,Dịch vụ quá tuyệt vời,một năm trước,5 sao
Lâm Viên,Quá tuyêtk vời,một năm trước,5 sao
Mai Lộc,"Wifi mạnh, tư vấn nhiệt tình, giá rẻ",một năm trước,5 sao
Nguyễn Minh Trường,dịch vụ ok,một năm trước,5 sao
Trân Nguyễn Bảo Khánh,Dịch vụ tốt,một năm trước,5 sao
Nguyễn Văn Toàn K18 VB2 CD Dược,"Wifi mạnh,giá cả hợp lý",một năm trước,5 sao
Ken Ken,tuyệt vời,một năm trước,5 sao
Thiện Châu,Ok nha,một năm trước,5 sao
Như Bình,👍👍👍 …,một năm trước,5 sao
Vũ Nguyễn,Tốt,một năm trước,5 sao
Amy Nguyen,"Wifi hư 3 ngày, gọi lên thì cứ báo chờ tổng đài liên hệ. Ai rảnh đâu ôm ĐT cả ngày chờ ĐT tổng đài. Tại sao ko cho kỹ thuật xuống trực tiếp mà cứ gọi lên thì báo chờ tổng đài. Rồi lúc rảnh ko gọi đâu, canh lúc bận gọi cái gọi lại thì ko được. Cứ luẩn quẩn rồi ko ai xuống sửa luôn. Sao bạn bắt điện thoại ko báo kỹ thuật xuống xem giùm đi. Quá mệt mỏi!",2 tháng trước,1 sao
thoa trinh,Làm ăn không rõ ràng rất thiếu chuyên nghiệp,2 tuần trước,1 sao
Hung Nguyen Van,"Wifi nhanh, mạnh, truyền hình xài tốt, camera sắc nét, bảo mật, an toàn. Ai lắp anh giới thiệu",một năm trước,5 sao
Thu Lê,Mạng và truyền hinh xài rất tốt,4 năm trước,5 sao
Truong Huynh,"mạng và truyền hình sử dụng rất tốt, ai lắp anh giới thiệu cho",3 năm trước,5 sao
DươngTV TV,"Mạng xài tốt đấy, mọi người nên sử dụng",5 năm trước,5 sao
Thiện Nguyễn,Mạng và truyền hình sử dụng quá tốt. Ai lắp chị giới thiệu cho,4 năm trước,5 sao
trinh ta,"Mạng xài rất tốt,  truyền hình hay,  nhân viên nhiệt tình",5 năm trước,5 sao
Long Lưu,Mạng và truyền hình xài tốt. Hình ảnh đẹp chất lượng cao,5 năm trước,5 sao
Thu Vũ,Mạng và truyền hình quá tuyệt vời. Ai lắp chị giới thiệu cho. Chị thích nhất cái truyền hình,4 năm trước,5 sao
khoa nguyen,mạng và truyền hình xài quá tốt,5 năm trước,5 sao
Tuyen bui,Mạng và truyền hình xài rất tốt,4 năm trước,5 sao
Cảnh Nhật,"Mạng xài tốt ổn định, ai lắp anh giới thiệu",3 năm trước,5 sao
Dương Lê Phạm Thùy,Mạng và truyền hình sử dụng rất tốt. Có thêm ứng dụng học online chị rất thích,4 năm trước,5 sao
Nam My,Mạng và truyền hình sử dụng rất tốt. Phim hay cập nhật liên tục. Wifi mạnh,4 năm trước,5 sao
Ngọc Thông Võ Nguyễn,Mạng và truyền sử dụng rất tốt,4 năm trước,5 sao
Tuc Luong,Mạng và truyền hình sử dụng quá tốt,5 năm trước,5 sao
Truyền Phạm,"Mạng và truyền hình xài tốt , ai lắp chị giới thiệu",5 năm trước,5 sao
Linh Trần,Mạng sử dụng rất tốt. Ai lắp chị giới thiệu cho,4 năm trước,5 sao
phong pham,"Mạng xài rất tốt, ai lắp anh giới thiệu",3 năm trước,5 sao
Thùy Trang Võ Thị,Truyền hình rất đẹp. Nhiều chương trình. Mạng tốt,5 năm trước,5 sao
Bao Pham,"Mạng xài rất tốt, ai lắp chú giới thiệu cho",5 năm trước,5 sao
Mãn Tạ Văn,"Lắp mạng rất tốt, truyền hình rất đẹp. Nội dung phong phú",4 năm trước,5 sao
Nguyen Lam,"Mạng xài tốt nhé, ai lắp em giới thiệu cho",5 năm trước,5 sao
Ly Nguyen,"Mạng sử dụng tốt, wifi khỏe , truyền hình nhiều chương trình hay, cho 5 sao",5 năm trước,5 sao
Anh Lê,Mạng xài rất tốt. Truyền hình đẹp,5 năm trước,5 sao
bình ngô,Mạng và truyền hình sử dụng rất tốt. Ai lắp anh giới thiệu,4 năm trước,5 sao
Son Nguyen,Mạng xài rất tốt. Truyền hình quá net,5 năm trước,5 sao
Mai Liên Nguyễn,Mạng và truyền hình xài quá tốt 5 *,5 năm trước,5 sao
Thuận Nguyễn,Mạng và truyền hình xài rất tốt,5 năm trước,5 sao
Duoc Nguyen,Mạng và truyền hình xài rất tôt,5 năm trước,5 sao
Phuong Tran,Mạng và truyền hình sd quá tốt,5 năm trước,5 sao
Minh Tâm câuđolatiên,Mạng sd rất tốt. Ai lắp chị giới thiệu,5 năm trước,5 sao
Nguyên Trần Kim,Mang va truyen hinh xai rat tot,4 năm trước,5 sao
Hue Pham,mạng xài rất tốt,4 năm trước,5 sao
Dat Anh,"Mạng xài hơi bị tốt, không lag giật, xem phim chơi pug tốt",5 năm trước,5 sao
thanhngatan tranthanhnga,Mang va truyen hinh su dung rat tot,4 năm trước,5 sao
Name No,Mạng và truyền hình sd rất tốt,4 năm trước,5 sao
Huyen Nguyen,"Mang xai rat tot, ai lap toi gioi thieu them cho",5 năm trước,5 sao
Tuyêt Lưu,Mang va truyen Hinh xài rất tốt,4 năm trước,5 sao
Cam Pham,Mang xai tot. Ai co nhu cau lap toi gioi thieu cho,5 năm trước,5 sao
Văn Hưng phạm,Mạng xài tốt,5 năm trước,5 sao
Kim Chi Đinh,Mang va truyen hinh sd rat tot,4 năm trước,5 sao
Duyen KIeu,"Mang xai rat tot,  ai lap co gioi thieu",5 năm trước,5 sao
ruokieg Ph,Mạng và truyền hình fpt sử dụng rất tốt,4 năm trước,5 sao
Văn Chiến Nguyễn,Mạng và truyền hình sử dụng rất tốt. Ai lắp anh giới thiệu,4 năm trước,5 sao
Ban Phan van,Mạng internet wifi xài quá tốt. Ai lắp anh giới thiệu,4 năm trước,5 sao
Thiện Lâm Đinh,"Mạng xài tốt, truyền hình hay",5 năm trước,5 sao
Liên Nhỏ,Mạng xài rất tôtd,5 năm trước,5 sao
Thảo Hồ Đoàn Phương,Mạng rất tốt. Ai lắp chị giới thiệu,4 năm trước,5 sao
Tam Tran,Mạng và truyền hình xài rất tốt,5 năm trước,5 sao
Khanh Phung,mạng sử dụng rất tốt,4 năm trước,5 sao
Ngọc Thảo Lê,Mang va truyen hinh xai rat tot,5 năm trước,5 sao
Phuong Do,Mạng xài rất tốt,3 năm trước,5 sao
Dung Lê anh,Mang va truyen hinh su dung rat tot,4 năm trước,5 sao
Tân Phùng,Mạng và truyền hình sử dụng rất tốt,5 năm trước,5 sao
Vuong Nguyen,Mạng rất tốt,4 năm trước,5 sao
Minhcong Le,Dịch vu tot. Nhan vien tânh tình,5 năm trước,5 sao
tam nguyen,Mạng xài tốt,5 năm trước,5 sao
Nguyet Do,Mạng cáp quang fpt đà lạt sử dụng quá tốt,4 năm trước,5 sao
Phuc Nguyen Phan,Fpt play bộc sử dụng quá tốt. Chú rất thích,4 năm trước,5 sao
Cuu Ho,"Mạng xài rất tốt, ai lắp chú giới thiệu",5 năm trước,5 sao
Ha Nguyen,Mang xai rất tot,5 năm trước,5 sao
Le Nam,Mạng và truyền hình sử dụng rất tốt. Ai lắp anh giới thiệu,4 năm trước,5 sao
Lai Nguyen thi,Mang va truyen hinh qua tot,4 năm trước,5 sao
Đi Võ,Truyen hinh su dung rat tot,4 năm trước,5 sao
MINH LÊ,Mạng xài rất tốt. Ai lắp cô giới thiệu,5 năm trước,5 sao
Trân Bảo,Truyền hình fpt play box sử dụng rất hay,4 năm trước,5 sao
Luong Le,Mang cai rất tot,5 năm trước,5 sao
Phuongtrang Vo,Truyền hình xài rất tốt,5 năm trước,5 sao
Tiễn Hồ,Mạng và truyền hình xài rất tốt,5 năm trước,5 sao
Kim chi Bui,"Mang xai rat tot, wifi manh",5 năm trước,5 sao
Thanh Truong,Mạng rất nhanh,3 năm trước,5 sao
Huy Quang,Mạng và tivi xài rất tốt,4 năm trước,5 sao
Vuong Giang Chau,Mạng sử dụng rất tốt,4 năm trước,5 sao
So Doan,Mang va truyen hinh xai rat tot,5 năm trước,5 sao
dtvt thanh,Mang va truyen hinh su dung rat tot,4 năm trước,5 sao
ha Mai,Mạng rất tốt,5 năm trước,5 sao
Nga Vũ,Mang cái rất tốt,5 năm trước,5 sao
Vy Huỳnh,Mang sd quá tốt,5 năm trước,5 sao
Nguyễn Hào,Mạng và truyền hình sử dụng rất tốt,4 năm trước,5 sao
Dung Tran,Mạng qUÁ TỐT,5 năm trước,5 sao
huynh trinh,Mangh xai rat tot,5 năm trước,5 sao
Quang Dung Le,Mạng xài rất tốt,5 năm trước,5 sao
tungcanh haiau,Truyền hình cáp quang fpt quá tuyệt,5 năm trước,5 sao
Cuong Trinh,Mang xai rat tot,4 năm trước,5 sao
Lo Hieng,Truyền hình fpt play box quá tuyệt,5 năm trước,5 sao
Sang Nguyen,Mang xài qua tot,5 năm trước,5 sao
Thu Tran,"Mang xài tốt , nên xài",5 năm trước,5 sao
Mai Nguyen,Mang xài tốt,5 năm trước,5 sao
Quy Quyluong,Mang internet su dung qua tot,4 năm trước,5 sao
Thị Thúy Bùi,Mang qua manh va nhanh,4 năm trước,5 sao
Thảo Nhi Nguyễn,"Truyền hình quá hay, good",5 năm trước,5 sao
Trâm Bùi,Mạng sử dụng rất tốt,4 năm trước,5 sao
Thu Thái Huỳnh,Rất tốt,5 năm trước,5 sao
Dương Lê,Mạng sd rất tốt,5 năm trước,5 sao
Hữu Hợi Đặng,Mạng và truyền hình sử dụng rất tốt,4 năm trước,5 sao
mobile game,Mạng xài rất tốt,5 năm trước,5 sao
Trang Nguyễn,Mang xai rat tot,5 năm trước,5 sao
Mặt Sệ Win,Mạng và truyrnf hình sử dụng rất tốt,4 năm trước,5 sao
Đồng Lò,Mang rat tot,4 năm trước,5 sao
Kieu Linh,Mạng sử dụng rất tốt,4 năm trước,5 sao
At Da lat,Rất tốt,5 năm trước,5 sao
Phương Nguyen,mạng và truyền hình xài rất tốt,5 năm trước,5 sao
Thanh Khiêm Lê,Mạng và truyền hình sử dụng rất tốt,4 năm trước,5 sao
Đoàn Hải,mạng và truyền hình xài rất tốt,4 năm trước,5 sao
Thanh Nguyen,Mạng xài rất tốt,5 năm trước,5 sao
Hue Can,Mạng xài rất tốt,5 năm trước,5 sao
phong ho,Mang xai rat tot,5 năm trước,5 sao
Nhu Nguyen Hoang,Mạng xài rất tốt,5 năm trước,5 sao
điền văn,Mạng xài rất tốt,5 năm trước,5 sao
Kien La,Mạng xài rất tốt,4 năm trước,5 sao
pham chuc,Mạng xài rất tốt,4 năm trước,5 sao
Du Hung,Mạng xài rất tốt,4 năm trước,5 sao
Nhu Pham,Mạng xài rất tốt,4 năm trước,5 sao
Mai Nguyen,Mạng xài rất tốt,4 năm trước,5 sao
Khuong Nguyen,Mang xai rat tot,5 năm trước,5 sao
Văn Tuất Bùi,Mang xai rat tot,5 năm trước,5 sao
ngốc thuỳ,Mang xai rat tot,5 năm trước,5 sao
Phuong Ka Monica,Mang xai rat tot,5 năm trước,5 sao
Trịnh Ngọc Mai,Mạng xài rất tốt,5 năm trước,5 sao
Huỳnh Đức Nguyễn,Mạng xài rất tốt nhé,5 năm trước,5 sao
Bach Nhan Tran,Manfj xaif raats tors,4 năm trước,5 sao
Kiều Diễm,Mạng chạy tốt nhân viên nhiệt tình,một tháng trước,5 sao
Linh Tân,Chỉ tốt thời gian đầu thôi chứ hả thiết bị có hư cũng ko có đổi cho đâu dù lắp lâu rồi ko bảo hành gì cả hồi Mình bị hư box fx6( trắng ) ko đổi miễn phí cho đâu Mọi người lên trang tinhte tra fpt kém là ra 1 đống,một năm trước,1 sao
Bình Võ,"Mình thanh lý hợp đồng thì nhân viên nói là số tiền còn dư sẽ về địa phương khác lấy được nhưng thật ra khác tỉnh nên không có chuyện đó , thật bực mình",một năm trước,1 sao
art nest,"Fpt 42 lê thành phương lừa đảo gài khách hàng.trước mình có đăng ký nhưng do bận việc vợ ở nhà bị fpt gài ký hợp đồng qua điện thoại như ảnh,mà không có 1 bản hợp đồng giấy nào cam kết 2 bên.cụ thể là trước gói cước 215k/1m nhưng fpt tự nâng lên 53mb(giá 253k/1m) mình cũng bỏ qua sử dụng dc 1 tháng bắt đầu bóp băng thông vì do nhu cầu sử dụng ít nên mình cũng k quan tâm nhiều.sau 1 thời gian sử dụng vì lý do công việc và nhà không có người nên ra fpt tạm ngưng thì bên fpt giở trò bảo chỉ dc tạm ngưng 6 tháng và phải đặt cọc 1 số tiền.đến đây thì mình bảo vậy thì cắt luôn hợp đồng thì bên fpt bảo phải nộp phạt số tiền 1 triệu 100 ngàn .mình hỏi vì sao thì bên fpt nói hợp đồng của vợ mình ký 24 tháng.mà trong khi đó hợp đồng vợ mình ký như hình ảnh bên dưới qua điện thoại chứ chẳng có thêm 1 chút thông tin nào.qua đây các bạn đang muốn dùng wifi của fpt thì nên xem lại để lựa chọn 1 nhà cung cấp tốt hơn.mọi chi tiết mình sẽ review qua kênh Youtuber Go Vietnam và Vietnam Travel sau 1 thời gian tới.",4 năm trước,1 sao
owldindasimp,"Đóng tiền mạng đầy đủ mà tới nhà sửa 4 5 lần mạng vẫn lúc nghỉ lúc chạy,không làm được thì nghỉ luôn đi mắc dì ăn tiền rồi làm ăn như cc",2 năm trước,1 sao
TIến Phan,Mạng chạy rất tốt nhân viên hỗ trợ nhiệt tình,11 tháng trước,5 sao
Toyuota Tototo,Chỉ tốt thời gian đầu thôi chứ hả thiết bị có hư cũng ko có đổi cho đâu dù lắp lâu rồi ko bảo hành gì cả hồi tháng 5 Mình bị hư box fx6( trắng ) ko đổi miễn phí cho đâu Mọi người lên trang tinhte tra fpt kém là ra 1 đống,một năm trước,1 sao
long thien,"Càng ngày chương trình càng ít, mỗi lần cập nhật các thể loại phim ảnh đều cắt giảm bớt, trước thì cả hơn 20 trang phim, giờ chưa tới nổi 15 trang, thiết nghĩ lắp đặt xong chả làm đc gì, tệ",4 năm trước,1 sao
Uyen Le,"Thời đại công nghệ thế mà tạm ngưng sử dụng dịch vụ 2 tháng, khách hàng phải đem toàn bộ thiết bị lên cửa hàng FPT để làm thủ tục tạm ngưng. Tổng đài 19006600 nói chuyện với khách khi khách hỏi thông tin lại thoái thác đem hợp đồng lên cửa hàng FPT làm việc. Chẳng hạn như Vietel chỉ cần tạm thời không thanh toán cước phí tháng đó sẽ không bị phát sinh cước tháng tới. Không chỉ phải học hỏi mà phải học làm.",3 năm trước,1 sao
Tuấn Duy Lê,Mình đã dùng Wi-Fi FPT cáp quang tốc độ ổn định và nhân viên hỗ trợ kĩ thuật rất nhiệt tình. Xử lý lỗi trong vòng 2h - 4h đồng hồ. Good,4 năm trước,5 sao
minh gu,"Mạng rất mạnh, nhân viên lại hỗ trợ rất nhanh khi có sự cố nữa, mình đánh giá rất cáo",4 năm trước,5 sao
Bùi Văn Hoàng (Hoàng Vũ Laptop),"Một chi nhanh cung cấp đường truyền internet, tôi đã đến đây và làm việc dc 2 ngày cảm thấy đây là một nơi cũng ko tệ lắm",4 năm trước,5 sao
Hồng Thủy Lê,mạng tốt nhân viên hỗ trợ nhanh,một năm trước,5 sao
Quoc Pham,"Truyền hình FPT xem quá đã, đủ thể loại bóng đá. Ku bạn nhân viên tư vấn thật có tâm",6 năm trước,5 sao
Brend Nash,tôi lên tạm ngưng dịch vụ nhưng không được hỗ trợ nhiều,3 năm trước,3 sao
Quang Thuan,"Mạng chập chờn, đặc biết lag cực điểm vào ban đêm.",2 năm trước,1 sao
Nhi Tuyết,"Lắp đặt nhanh chóng, chăm sóc sữa lỗi quá nhanh quá nguy hiểm.",6 năm trước,5 sao
phat Hoang Danh,"Tôi đã từng sử sụng FPT, chất lượng và con người bên đó tuyệt vời",4 năm trước,5 sao
Phương Phạm,Có 1 cái remote fpt box mà hơn 1 tháng ko có hàng,3 năm trước,1 sao
Huế Chanel,"Lắp nhanh, nhân viên nhiệt tình vui vẻ",4 năm trước,5 sao
Dương thị Huyền Trang,"Bạn nhân viên tư vấn nhiệt tình, vui vẻ",6 năm trước,5 sao
che si Duong,Phục Phục vụ nhiệt tình   nhận viên vui vẻ,6 năm trước,4 sao
Quang Ngọc,"Tốt ^^ , Nhân viên thân thiện , nhiệt tình",5 năm trước,5 sao
Duy Do,Cty pro lắm các bác ợ,7 năm trước,5 sao
Bao Gia,Quá tệ,2 năm trước,1 sao
Thật Phạm Hoàng,Dịch vụ tốt. Ổn định,4 năm trước,5 sao
Hiep Nguyen,Mạng rất tốt,2 năm trước,5 sao
Giới Dương văn,Dịch vụ tốt.,3 năm trước,5 sao
Truong Bk,Rất tuyệt vời,4 năm trước,5 sao
Nhì Trần,Chả thích... chán...,một năm trước,2 sao
MAN LE,Quán cháo bò đối diện FPT,3 năm trước,5 sao
nguyen thanh an Nguyen,Mạng chạy tốt,6 năm trước,5 sao
NGÂN PHAN,CHỈ MỘT CHỮ TỆ...,4 năm trước,1 sao
Quân Trần Ngọc,chất lượng dịch vụ tốt,5 năm trước,5 sao
hoangtam le,Dịch vụ quá tệ,3 năm trước,1 sao
Lắng Nghe,Mạng quá lag,4 năm trước,1 sao
HPT House,Quá phê,4 năm trước,5 sao
Hiếu Thượng Bùi Trung,Rất tốt,4 năm trước,5 sao
Tấn Khải Đỗ,"Đã lắp, nên lắp đặt",6 năm trước,5 sao
Quân Trần,chất lượng tốt,3 năm trước,5 sao
김정근,Rất thích hợp làm tòa nhà văn phòng Có văn phòng với nhiều quy mô khác nhau. Ngoài ra còn có rất nhiều công ty du lịch Hàn Quốc. Nhưng thang máy rất chậm Và thiếu nhà vệ sinh.,một năm trước,3 sao
Son Hai,Alô vậy vậy,7 năm trước,5 sao
Albert Bay,"Thanh toán và ký kết thỏa thuận Internet. Nếu bạn quên số hợp đồng, hãy chụp ảnh mã vạch của bộ định tuyến",4 năm trước,4 sao
Lê Nam,Tốt (y) (๑˃̵ᴗ˂̵),6 năm trước,5 sao
hiroshi takajama,Ổn,2 năm trước,5 sao
Ngoc Nhu Quynh NGUYEN,Như thế này,6 năm trước,5 sao
xuanson nguyen,Anh Yêu Em,7 năm trước,5 sao
thảo trần,Ổn,3 năm trước,5 sao
Long Nguyen,Ổn,3 năm trước,5 sao
thanh hoa,"Mình đăng kí internet và truyền hình tại địa chỉ thông thiên, sử dụng dịch vụ mình rất hài lòng và mình cũng giới thiệu được những người bạn dki tại fpt, nhân viên tư vấn rất vui vẻ",6 năm trước,5 sao
Phương Phạm,Rất tuyệt vời. Nhân viên vui vẻ. Hổ trợ rất nhanh.,2 năm trước,5 sao
Ngọc Thông Võ Nguyễn,"Nhân viên tư vấn chuyên nghiệp, chất lượng dịch vụ internet và truyền hình tuyệt vời.",3 năm trước,5 sao
Tuấn Vũ Nguyễn,Nhân viên khá nhập nhằng trong việc cung cấp các gói dịch vụ khách hàng,3 năm trước,2 sao
Ngoc Vo,Các a chị nhân viên phục vụ tận tình... nhưng máy của e bị chạy chương trình lỗi e có thể mang ra và a chị jup e chạy lại dk ko ạ,7 năm trước,4 sao
Na Na,"Dịch vụ tốt, nhân viên tư vấn nhiệt tình. Đáng 10/10",3 năm trước,5 sao
huy nguyen,Mạng và truyền hình sử dụng rất tốt. Ai lắp anh giới thiệu,4 năm trước,5 sao
Tuyên Kim,"Nhân viên thân thiện, nhiệt tình, lắp đặt rất nhánh.",2 năm trước,5 sao
Dương Ngọc Lang,"Nhân viên thân thiện, nhiệt tình, tư vấn chu đáo.",5 năm trước,5 sao
Tram Pham,"Truyền Hình FPT xem đã thật, thích nhất cái mục hát karaoke :v",6 năm trước,5 sao
tam nguyen,"Mạng và truyền hình sử dụng rất tốt, cô rất thích",4 năm trước,5 sao
van hieu pham,Dịch vụ tốt. Chăm sóc khách hàng được,7 năm trước,5 sao
trinh ta,"Lắp mạng nhanh, nhân viên tư vấn tốt, xài rất dc",4 năm trước,5 sao
Thu Lê,Mang va truyen hinh su dungvrat tot,4 năm trước,5 sao
dtvt thanh,Mang va truyen hinh sd rat tot,4 năm trước,5 sao
nga nguyen,Dich vu tot.dap ung nhu cau,7 năm trước,5 sao
Quan Nguyen,tôi rất hà lòng với dịch vụ internet và truyền hình của FPT Telecom,7 năm trước,5 sao
LDG Nguyễn Mạnh Cần,NHÂN VIÊN CHUYÊN NGHIỆP PHỤC VỤ HÀI LÒNG,4 năm trước,5 sao
Hang Nhung,Tôi rất hài lòng với dịch vị internet và truyền hình của FPT Telecom,7 năm trước,5 sao
Nam My,"Mạng xài tốt, wifi mạnh, ai lắp anh giới thiệu",4 năm trước,5 sao
b0y bồng bột,Nơi đặt chi nhánh của FPT tại đà lạt.,5 năm trước,4 sao
tung cuc,Dịch vụ rất tốt….,2 năm trước,5 sao
Hung Bui Van Hung,Nhan vien di thu tien khong dung ngay,7 năm trước,1 sao
Fpt Dtkh,Truyền hình sử dụng rất tốt. Wifi cũng khoẻ,4 năm trước,5 sao
Hồng Đức Đặng,"Wifi cáp quang mạnh, nhân viên tốt",6 năm trước,5 sao
Kim Chi Đinh,Mang su dung rat tot,4 năm trước,5 sao
Nguyên Trần Kim,Mang va truyen hinh su dung rat tot,4 năm trước,5 sao
lê sơn điền,Quá tuyệt vời !,2 năm trước,5 sao
Quãng Tạ Minh,Mạng xài quá tốt,6 năm trước,5 sao
Thị Minh Hồng Nguyễn,Mạng rất tốt,6 năm trước,5 sao
Hương Phạm,Mạng quá tốt,6 năm trước,5 sao
Thuận Nguyễn,Mạng xài tốt,6 năm trước,5 sao
nguyen philong,Dịch vụ internet FPT chất lượng tốt,7 năm trước,5 sao
Mặt Sệ Win,Mạng và truyền hình sử dụng rất tốt,4 năm trước,5 sao
Khang Nguyen Minh,Dịch vụ tốt,7 năm trước,5 sao
Binh Ngo,Cáp quang xài rất tốt,4 năm trước,5 sao
Minh CHAU Nguyen,tôi rất hài lòng với dịch vụ internet và truyền hình FPT Telecom,7 năm trước,5 sao
Tuấn Đình,Mạng xài quá tốt,6 năm trước,5 sao
Khánh Nguyên,Quá tốt,6 năm trước,5 sao
Quang Anh Bui,Mạng tốt,6 năm trước,5 sao
Văn Dương Trần,Mạng xài tốt,6 năm trước,5 sao
Thang Le Gia,Tốt đấy,6 năm trước,5 sao
Mãn Tạ Văn,"Wifi, truyền hình FPT xài tốt",4 năm trước,5 sao
Tuan Viet,Dịch vụ tốt,7 năm trước,5 sao
Anh Duong duy,Xài dc đấy,6 năm trước,5 sao
Minhcong Le,Rất tot,7 năm trước,5 sao
Trọng Hoang Trịnh dinh qhan,Mang tot,6 năm trước,5 sao
nguyen kimlan,Rat hai long,7 năm trước,5 sao
Nguyễn Ngọc Luôn,Chất lượng tốt,7 năm trước,5 sao
Hoang Ha,Mạng xài tốt,6 năm trước,5 sao
Zy Khánh,Tuyệt,2 năm trước,5 sao
Nam Phạm,Mang tot,6 năm trước,5 sao
Khang Nguyen,dịch vụ tốt,7 năm trước,5 sao
Hiep LE,Mạng xài tốt,6 năm trước,5 sao
Long Dang,Tốt,6 năm trước,5 sao
Quốc Phạm,Tốt,6 năm trước,5 sao
Lân Nguyễn,tốt,6 năm trước,5 sao
kieu dao,tôi đã nhìn thấy chuột tot,7 năm trước,5 sao
Trung Vo Duc,Chuột thích fpy,7 năm trước,5 sao
Thang Tran,Tốt,7 năm trước,5 sao
Phạm Quy,"Dịch vụ rất tốt, nhân viên chăm sóc nhiệt tình vui vẻ. Tuyệt vời 5 sao",2 tháng trước,5 sao
Duc hoang Huynh,"Mạng mạnh, tốc độ cao, ổn định, nhân viên tư vấn nhiệt tình, nên gọi tư vấn lắp và giới thiệu thêm người lắp.",2 tháng trước,5 sao
FPT Nha Trang,"Chất lượng dịch vụ xuất sắc, nhân viên nhiệt tình và nhiều ưu đãi",2 tháng trước,5 sao
Nguyên Khang,"Mạng mạnh tốc độ cao nên lắp xài, nhân viên tư vấn nhiệt tình",2 tháng trước,5 sao
Đăng Nguyễn,"Mạng mạnh, tốc độ cao, nhân viên chu đáo nhiệt tình, nên lắp xài!",4 tháng trước,5 sao
Tài Trần,"Mạng mạnh, tốc độ cao!nhân viên nhiệt tình, dịch vụ chất lượng, nên lắp fpt nha!",5 tháng trước,5 sao
Trọng Phương,Hiệu quả và Tuyệt vời !!! 10 điểm,2 tháng trước,5 sao
Như Ngọc Phạm,"Mạng mạnh, tốc độ cao,chăm sóc tốt",5 tháng trước,5 sao
Nguyên Lê Giang,Điểm cung cấp dịch vụ internet - truyền hình chất lượng cao. Chăm sóc tận tình.,5 năm trước,5 sao
Nguyễn Lê Huyền Trâm,5 sao cho Hồng Mi đẹp gái,2 tháng trước,5 sao
Hạnh Lê,"Dịch vụ tốt, chất lượng cao",5 tháng trước,5 sao
